 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
33135|77303|TX086|TX104|TX111
33136|77304|TX086|TX104|TX111
33137|77305|TX086|TX104|TX111
33138|77306|TX086|TX104|TX111
33139|77315|TX111|TX104|TX195
33140|77316|TX086|TX104|TX195
33141|77318|TX086|TX104|TX111
33040|77086|TX195|TX104|TX111
33042|77088|TX195|TX104|TX111
33057|77205|TX111|TX104|TX195
32986|77032|TX111|TX104|TX195
32993|77039|TX111|TX104|TX195
32991|77037|TX111|TX104|TX195
33004|77050|TX111|TX104|TX203
33014|77060|TX111|TX104|TX195
33018|77064|TX195|TX104|TX196
33020|77066|TX195|TX104|TX111
33024|77070|TX195|TX104|TX196
32950|76951|TX179|TX105|TX098
32936|76930|TX179|TX105|TX125
34380|79845|TX100|TX105|TX125
34381|79846|TX125|TX105|TX100
34383|79848|TX125|TX105|TX179
34388|79854|TX100|TX105|NM026
34386|79852|TX125|TX105|TX100
34372|79834|TX125|TX105|TX179
34330|79738|TX090|TX105|TX098
34186|79331|TX090|TX105|TX179
34190|79342|TX090|TX105|NM020
34178|79316|TX090|TX105|NM020
34215|79377|TX090|TX105|NM020
34216|79378|TX090|TX105|NM020
34213|79373|TX090|TX105|NM020
34221|79383|TX090|TX105|NM020
34219|79381|TX090|TX105|NM020
34197|79351|TX090|TX105|TX098
34180|79323|TX090|TX105|NM020
34203|79359|TX090|TX105|NM020
34200|79356|TX090|TX105|TX098
33996|78851|TX125|TX105|TX179
36824|88220|NM014|TX105|TX100
36825|88221|NM014|TX105|TX100
36841|88263|NM014|TX105|TX100
36842|88264|NM014|TX105|NM020
36836|88254|NM014|TX105|TX100
36837|88255|NM014|TX105|NM020
36838|88256|NM014|TX105|TX100
32446|75934|TX187|TX108|TX207
32448|75936|TX187|TX108|TX207
32451|75939|TX187|TX108|TX207
32452|75941|TX187|TX108|TX207
32457|75948|TX187|TX108|TX207
32458|75949|TX187|TX108|TX207
32464|75960|TX187|TX108|TX207
32441|75929|TX187|TX108|TX207
32442|75930|TX187|TX108|TX207
32439|75926|TX187|TX108|TX086
32428|75865|TX187|TX108|TX086
32429|75880|TX185|TX108|TX187
32430|75882|TX185|TX108|TX187
32433|75901|TX187|TX108|TX207
32434|75902|TX187|TX108|TX207
32435|75903|TX187|TX108|TX185
32436|75904|TX187|TX108|TX185
32437|75915|TX187|TX108|TX207
32471|75968|TX187|TX108|TX207
32472|75969|TX187|TX108|TX185
32477|75976|TX187|TX108|TX185
32481|75980|TX187|TX108|TX207
32460|75954|LA032|TX108|TX187
32416|75849|TX187|TX108|TX185
32422|75856|TX187|TX108|TX086
32423|75858|TX187|TX108|TX185
32409|75839|TX185|TX108|TX187
32411|75844|TX187|TX108|TX185
32412|75845|TX187|TX108|TX086
32414|75847|TX187|TX108|TX185
32406|75834|TX187|TX108|TX086
32407|75835|TX187|TX108|TX086
32400|75801|TX185|TX108|TX187
32401|75802|TX185|TX108|TX187
32402|75803|TX185|TX108|TX187
32339|75680|TX151|TX108|TX185
32374|75759|TX185|TX108|TX151
32377|75763|TX185|TX108|TX151
32380|75766|TX185|TX108|TX151
32386|75779|TX185|TX108|TX187
32387|75780|TX185|TX108|TX151
30215|71052|LA032|TX108|TX151
30222|71065|LA032|TX108|LA037
30220|71063|LA032|TX108|LA037
30212|71049|LA032|TX108|TX151
30213|71050|LA032|TX108|TX151
30199|71032|LA032|TX108|TX151
30458|71486|LA032|TX108|TX187
30397|71406|LA032|TX108|LA037
30407|71419|LA032|TX108|TX187
30441|71462|LA032|TX108|TX187
30430|71449|LA032|TX108|LA037
32974|77020|TX203|TX111|TX145
32976|77022|TX203|TX111|TX195
32980|77026|TX203|TX111|TX145
33003|77049|TX169|TX111|TX203
33070|77220|TX203|TX111|TX145
33072|77222|TX203|TX111|TX195
33076|77226|TX203|TX111|TX145
33087|77238|TX195|TX111|TX203
33027|77073|TX104|TX111|TX195
33044|77090|TX104|TX111|TX195
33116|77273|TX104|TX111|TX195
33151|77335|TX086|TX111|TX104
33127|77290|TX104|TX111|TX195
33128|77291|TX195|TX111|TX203
33183|77371|TX086|TX111|TX104
33185|77373|TX104|TX111|TX195
33188|77376|TX207|TX111|TX169
33195|77383|TX104|TX111|TX195
33200|77388|TX104|TX111|TX195
33198|77386|TX104|TX111|TX086
33312|77532|TX169|TX111|TX104
33332|77561|TX169|TX111|TX207
33333|77562|TX169|TX111|TX192
33343|77575|TX169|TX111|TX207
33346|77580|TX169|TX111|TX192
33344|77577|TX150|TX116|TX192
33473|77970|TX117|TX116|TX155
33466|77961|TX117|TX116|TX155
33480|77978|TX117|TX116|TX155
33481|77979|TX117|TX116|TX081
33482|77982|TX117|TX116|TX081
33258|77465|TX117|TX116|TX155
33220|77420|TX155|TX116|TX205
33238|77444|TX155|TX116|TX145
33228|77432|TX155|TX116|TX117
33247|77453|TX155|TX116|TX205
33219|77419|TX116|TX117|TX155
33224|77428|TX116|TX117|TX155
33583|78145|TX087|TX117|TX077
33593|78159|TX201|TX117|TX077
33900|78677|TX201|TX117|TX200
33684|78330|TX081|TX117|TX193
33696|78347|TX081|TX117|TX148
33708|78362|TX081|TX117|TX148
33704|78358|TX081|TX117|TX116
33705|78359|TX081|TX117|TX148
33698|78350|TX081|TX117|TX087
33699|78351|TX081|TX117|TX148
33700|78352|TX081|TX117|TX087
33687|78335|TX081|TX117|TX148
33688|78336|TX081|TX117|TX148
33690|78339|TX081|TX117|TX193
33691|78340|TX081|TX117|TX087
33722|78380|TX081|TX117|TX193
33723|78381|TX081|TX117|TX116
33724|78382|TX081|TX117|TX116
33725|78383|TX081|TX117|TX087
33711|78368|TX081|TX117|TX087
33713|78370|TX081|TX117|TX087
33715|78372|TX081|TX117|TX193
33716|78373|TX081|TX117|TX148
33717|78374|TX081|TX117|TX148
33728|78387|TX081|TX117|TX087
33729|78389|TX081|TX117|TX087
33730|78390|TX081|TX117|TX087
33731|78391|TX081|TX117|TX087
33732|78393|TX081|TX117|TX087
33733|78401|TX081|TX117|TX148
33734|78402|TX081|TX117|TX148
33735|78403|TX081|TX117|TX148
33736|78404|TX081|TX117|TX148
33737|78405|TX081|TX117|TX148
33738|78406|TX081|TX117|TX148
33739|78407|TX081|TX117|TX148
33740|78408|TX081|TX117|TX148
33741|78409|TX081|TX117|TX148
33742|78410|TX081|TX117|TX193
33743|78411|TX081|TX117|TX148
33744|78412|TX081|TX117|TX148
33745|78413|TX081|TX117|TX148
33746|78414|TX081|TX117|TX148
33747|78415|TX081|TX117|TX148
33748|78416|TX081|TX117|TX148
33749|78417|TX081|TX117|TX148
33750|78418|TX081|TX117|TX148
33751|78419|TX081|TX117|TX148
33752|78426|TX081|TX117|TX148
33753|78427|TX081|TX117|TX148
33754|78460|TX081|TX117|TX148
33755|78463|TX081|TX117|TX148
33756|78465|TX081|TX117|TX148
33757|78466|TX081|TX117|TX148
33758|78467|TX081|TX117|TX148
33759|78468|TX081|TX117|TX148
33760|78469|TX081|TX117|TX148
33761|78472|TX081|TX117|TX148
33762|78480|TX081|TX117|TX148
32305|75630|TX151|TX118|LA032
32324|75656|TX151|TX118|TX185
32334|75668|TX151|TX118|TX185
32308|75636|TX151|TX118|TX185
32310|75638|TX151|TX118|TX185
32284|75564|TX151|TX118|LA032
32291|75571|TX151|TX118|TX185
32197|75417|TX199|TX118|TX151
32231|75455|TX151|TX118|TX185
32232|75456|TX151|TX118|TX185
32212|75435|TX199|TX118|TX151
32213|75436|TX199|TX118|TX198
32278|75558|TX151|TX118|TX185
30504|71721|AR026|TX118|AR031
30505|71722|AR026|TX118|AR031
30512|71740|LA032|TX118|LA034
30514|71743|AR026|TX118|AR031
30508|71726|AR026|TX118|AR031
30533|71772|AR026|TX118|AR031
30587|71937|AR036|TX118|AR026
30588|71940|AR026|TX118|AR028
30579|71920|AR026|TX118|AR028
30580|71921|AR026|TX118|AR028
30581|71922|AR026|TX118|AR028
30595|71950|AR026|TX118|AR037
30596|71952|AR026|TX118|AR036
30593|71945|AR036|TX118|AR026
30591|71943|AR026|TX118|AR028
30600|71958|AR026|TX118|AR028
30601|71959|AR026|TX118|AR036
30604|71962|AR026|TX118|AR028
30611|71971|AR026|TX118|AR036
30196|71029|LA032|TX118|TX151
30191|71021|LA032|TX118|TX151
30206|71043|LA032|TX118|TX151
30221|71064|LA032|TX118|TX151
30224|71067|LA032|TX118|TX151
30189|71018|LA032|TX118|LA034
30228|71071|LA032|TX118|LA034
30229|71072|LA032|TX118|LA034
30231|71075|LA032|TX118|TX151
30235|71082|LA032|TX118|TX151
30183|71004|LA032|TX118|TX151
30184|71006|LA032|TX118|TX151
31929|74963|AR036|TX118|AR026
31925|74957|AR036|TX118|AR026
31841|74752|AR036|TX118|OK026
31821|74724|AR036|TX118|AR026
31819|74722|AR036|TX118|OK026
32946|76943|TX179|TX125|TX105
32949|76950|TX179|TX125|TX190
32941|76936|TX179|TX125|TX098
32915|76874|TX179|TX125|TX190
33979|78827|TX193|TX125|TX087
33985|78834|TX193|TX125|TX087
34378|79842|TX105|TX125|TX179
34369|79830|TX105|TX125|TX100
34370|79831|TX105|TX125|TX100
34371|79832|TX105|TX125|TX100
33988|78838|TX190|TX127|TX016
34004|78873|TX190|TX127|TX016
34006|78879|TX190|TX127|TX016
33995|78850|TX016|TX127|TX087
34000|78861|TX016|TX127|TX087
34009|78883|TX190|TX127|TX016
34010|78884|TX190|TX127|TX016
34011|78885|TX190|TX127|TX016
33668|78279|TX016|TX127|TX077
33666|78270|TX077|TX127|TX016
33659|78261|TX077|TX127|TX016
33664|78268|TX016|TX127|TX087
33644|78246|TX016|TX127|TX077
33645|78247|TX077|TX127|TX016
33648|78250|TX016|TX127|TX087
33649|78251|TX016|TX127|TX087
33651|78253|TX016|TX127|TX087
33657|78259|TX077|TX127|TX016
33894|78671|TX190|TX127|TX201
33858|78631|TX190|TX127|TX016
33846|78618|TX190|TX127|TX016
33852|78624|TX190|TX127|TX016
33599|78201|TX016|TX127|TX087
33597|78163|TX077|TX127|TX190
33611|78213|TX016|TX127|TX077
33614|78216|TX016|TX127|TX077
33626|78228|TX016|TX127|TX087
33627|78229|TX016|TX127|TX087
33636|78238|TX016|TX127|TX087
33496|78003|TX190|TX127|TX016
33497|78004|TX190|TX127|TX077
33503|78010|TX190|TX127|TX016
33506|78013|TX190|TX127|TX016
33499|78006|TX190|TX127|TX016
33508|78015|TX190|TX127|TX016
33515|78024|TX190|TX127|TX016
33516|78025|TX190|TX127|TX016
33532|78055|TX190|TX127|TX016
33533|78056|TX016|TX127|TX190
33518|78027|TX190|TX127|TX077
33519|78028|TX190|TX127|TX016
33520|78029|TX190|TX127|TX016
33535|78058|TX190|TX127|TX016
33543|78066|TX016|TX127|TX190
33550|78074|TX190|TX127|TX016
33540|78063|TX190|TX127|TX016
32247|75476|TX198|TX132|TX199
32250|75479|TX198|TX132|TX199
32216|75439|TX198|TX132|TX199
32228|75452|TX199|TX132|TX198
32234|75458|TX199|TX132|TX183
32235|75459|TX198|TX132|TX063
32194|75414|TX198|TX132|TX199
32202|75423|TX199|TX132|TX183
32265|75495|TX198|TX132|TX040
32266|75496|TX199|TX132|TX198
32259|75489|TX198|TX132|TX199
32261|75491|TX198|TX132|TX199
32655|76268|TX198|TX132|TX063
32626|76227|TX063|TX132|TX174
32646|76258|TX063|TX132|TX040
31828|74733|TX198|TX132|OK027
31835|74741|TX198|TX132|TX199
31817|74720|TX198|TX132|OK027
31818|74721|TX198|TX132|TX199
31838|74747|TX198|TX132|TX199
31946|75020|TX198|TX132|OK027
31947|75021|TX198|TX132|OK027
31949|75023|TX040|TX132|TX174
31951|75025|TX040|TX132|TX174
31958|75033|TX040|TX132|TX063
31981|75058|TX198|TX132|TX063
31995|75074|TX040|TX132|TX189
32009|75090|TX198|TX132|TX063
32010|75091|TX198|TX132|TX063
32011|75092|TX198|TX132|TX063
32032|75121|TX183|TX132|TX199
32574|76121|TX184|TX136|TX175
32718|76457|TX191|TX136|TX175
32719|76458|TX141|TX136|TX194
32715|76453|TX191|TX136|TX184
32722|76461|TX191|TX136|TX184
32723|76462|TX191|TX136|TX184
32724|76463|TX191|TX136|TX184
32726|76465|TX191|TX136|TX184
32728|76467|TX191|TX136|TX175
32729|76468|TX191|TX136|TX197
32692|76401|TX191|TX136|TX184
32693|76402|TX191|TX136|TX184
32694|76424|TX098|TX136|TX191
32695|76426|TX141|TX136|TX184
32696|76427|TX141|TX136|TX194
32699|76431|TX141|TX136|TX063
32701|76433|TX191|TX136|TX184
32705|76439|TX191|TX136|TX184
32708|76444|TX191|TX136|TX184
32709|76445|TX191|TX136|TX184
32710|76446|TX191|TX136|TX175
32537|76073|TX141|TX136|TX184
32540|76082|TX141|TX136|TX184
32561|76108|TX184|TX136|TX181
32505|76023|TX141|TX136|TX184
32517|76048|TX191|TX136|TX184
32518|76049|TX191|TX136|TX175
32510|76035|TX191|TX136|TX184
32741|76486|TX141|TX136|TX184
32731|76470|TX191|TX136|TX098
32733|76472|TX191|TX136|TX184
32736|76476|TX191|TX136|TX184
32721|76460|TX194|TX141|TX136
32742|76487|TX136|TX141|TX184
32743|76490|TX136|TX141|TX184
32712|76449|TX136|TX141|TX191
32669|76351|TX194|TX141|OK019
32670|76352|TX194|TX141|OK019
32691|76389|TX194|TX141|TX136
32686|76379|TX194|TX141|OK019
32684|76374|TX194|TX141|TX136
32682|76372|TX194|TX141|TX136
32676|76365|TX194|TX141|OK019
32680|76370|TX194|TX141|TX098
32647|76259|TX063|TX141|TX181
32648|76261|TX194|TX141|OK027
32653|76266|TX063|TX141|TX174
32638|76247|TX063|TX141|TX181
32641|76250|TX063|TX141|TX198
32627|76228|TX194|TX141|TX136
31346|73441|OK027|TX141|TX198
32955|77001|TX203|TX145|TX111
32956|77002|TX203|TX145|TX111
32957|77003|TX203|TX145|TX192
32958|77004|TX203|TX145|TX192
32959|77005|TX203|TX145|TX196
32960|77006|TX203|TX145|TX196
32961|77007|TX203|TX145|TX195
32962|77008|TX203|TX145|TX195
32963|77009|TX203|TX145|TX111
32964|77010|TX203|TX145|TX111
32965|77011|TX203|TX145|TX192
32975|77021|TX203|TX145|TX192
32981|77027|TX203|TX145|TX196
32984|77030|TX203|TX145|TX196
32977|77023|TX203|TX145|TX192
32973|77019|TX203|TX145|TX195
32979|77025|TX203|TX145|TX196
32987|77033|TX203|TX145|TX192
32989|77035|TX203|TX145|TX196
33005|77051|TX203|TX145|TX192
33006|77052|TX203|TX145|TX111
33007|77053|TX203|TX145|TX192
33008|77054|TX203|TX145|TX192
33009|77055|TX195|TX145|TX203
33010|77056|TX203|TX145|TX196
32999|77045|TX203|TX145|TX192
33000|77046|TX203|TX145|TX196
33001|77047|TX203|TX145|TX192
33206|77401|TX203|TX145|TX196
33207|77402|TX203|TX145|TX196
33255|77461|TX155|TX145|TX205
33262|77469|TX155|TX145|TX196
33264|77471|TX155|TX145|TX205
33273|77481|TX155|TX145|TX203
33131|77297|TX203|TX145|TX111
33132|77299|TX203|TX145|TX195
33119|77277|TX203|TX145|TX196
33122|77282|TX196|TX145|TX195
33125|77288|TX203|TX145|TX192
33113|77270|TX203|TX145|TX195
33075|77225|TX203|TX145|TX196
33108|77265|TX203|TX145|TX196
33109|77266|TX203|TX145|TX196
33084|77235|TX203|TX145|TX196
33101|77256|TX203|TX145|TX196
33105|77261|TX203|TX145|TX192
33050|77096|TX203|TX145|TX196
33051|77098|TX203|TX145|TX196
33060|77208|TX203|TX145|TX111
33061|77209|TX203|TX145|TX111
33062|77210|TX203|TX145|TX111
33063|77212|TX203|TX145|TX111
33031|77077|TX196|TX145|TX195
33033|77079|TX196|TX145|TX195
33035|77081|TX203|TX145|TX196
33036|77082|TX196|TX145|TX203
33039|77085|TX203|TX145|TX196
33080|77230|TX203|TX145|TX192
33081|77231|TX203|TX145|TX196
33082|77233|TX203|TX145|TX192
33092|77244|TX196|TX145|TX195
33093|77245|TX203|TX145|TX192
33094|77248|TX203|TX145|TX195
33095|77249|TX203|TX145|TX111
33096|77251|TX203|TX145|TX111
33097|77252|TX203|TX145|TX111
33098|77253|TX203|TX145|TX111
33099|77254|TX203|TX145|TX196
33077|77227|TX203|TX145|TX196
33073|77223|TX203|TX145|TX192
33071|77221|TX203|TX145|TX192
33069|77219|TX203|TX145|TX195
33053|77201|TX203|TX145|TX111
33055|77203|TX203|TX145|TX111
33056|77204|TX203|TX145|TX192
33349|77583|TX203|TX145|TX192
33828|78597|TX160|TX148|TX167
33830|78599|TX167|TX148|TX160
33727|78385|TX081|TX148|TX167
33819|78588|TX167|TX148|TX160
33820|78589|TX167|TX148|TX160
33822|78591|TX167|TX148|TX160
33826|78595|TX167|TX148|TX160
33805|78572|TX167|TX148|TX160
33806|78573|TX167|TX148|TX160
33807|78574|TX167|TX148|TX160
33808|78575|TX160|TX148|TX167
33809|78576|TX167|TX148|TX160
33810|78577|TX167|TX148|TX160
33811|78578|TX160|TX148|TX167
33799|78565|TX167|TX148|TX160
33800|78566|TX160|TX148|TX167
33814|78582|TX167|TX148|TX160
33815|78583|TX160|TX148|TX167
33816|78584|TX167|TX148|TX193
33694|78343|TX081|TX148|TX117
33701|78353|TX167|TX148|TX160
33709|78363|TX081|TX148|TX167
33710|78364|TX081|TX148|TX167
33689|78338|TX081|TX148|TX167
33763|78501|TX167|TX148|TX160
33764|78502|TX167|TX148|TX160
33765|78503|TX167|TX148|TX160
33766|78504|TX167|TX148|TX160
33767|78505|TX167|TX148|TX160
33768|78516|TX167|TX148|TX160
33769|78520|TX160|TX148|TX167
33770|78521|TX160|TX148|TX167
33771|78522|TX160|TX148|TX167
33772|78523|TX160|TX148|TX167
33773|78526|TX160|TX148|TX167
33721|78379|TX081|TX148|TX167
33775|78536|TX167|TX148|TX160
33776|78537|TX167|TX148|TX160
33778|78539|TX167|TX148|TX160
33779|78540|TX167|TX148|TX160
33780|78541|TX167|TX148|TX160
33781|78542|TX167|TX148|TX160
33782|78543|TX167|TX148|TX160
33784|78547|TX167|TX148|TX160
33785|78548|TX167|TX148|TX160
33791|78557|TX167|TX148|TX160
33792|78558|TX167|TX148|TX160
33794|78560|TX167|TX148|TX160
33797|78563|TX167|TX148|TX160
33359|77598|TX192|TX150|TX203
33352|77586|TX192|TX150|TX169
33337|77566|TX116|TX150|TX192
33322|77546|TX192|TX150|TX203
33311|77531|TX116|TX150|TX192
33103|77258|TX192|TX150|TX169
33104|77259|TX192|TX150|TX169
33126|77289|TX192|TX150|TX169
33314|77534|TX116|TX150|TX192
33319|77541|TX116|TX150|TX192
33320|77542|TX116|TX150|TX192
33324|77549|TX192|TX150|TX203
33298|77511|TX192|TX150|TX203
33299|77512|TX192|TX150|TX203
33300|77514|TX169|TX150|TX192
33301|77515|TX116|TX150|TX192
33302|77516|TX116|TX150|TX192
33016|77062|TX192|TX150|TX169
33012|77058|TX192|TX150|TX169
33013|77059|TX192|TX150|TX169
32292|75572|TX118|TX151|LA032
32293|75573|TX118|TX151|LA032
32294|75574|TX118|TX151|LA032
32295|75599|TX118|TX151|LA032
32311|75639|LA032|TX151|TX108
32314|75642|LA032|TX151|TX108
32315|75643|TX108|TX151|LA032
32309|75637|TX108|TX151|LA032
32286|75566|TX118|TX151|LA032
32287|75567|TX118|TX151|LA032
32288|75568|TX118|TX151|TX185
32289|75569|TX118|TX151|LA032
32290|75570|TX118|TX151|LA032
32335|75669|TX108|TX151|TX187
32327|75659|LA032|TX151|TX118
32329|75661|LA032|TX151|TX118
32353|75701|TX185|TX151|TX108
32354|75702|TX185|TX151|TX108
32355|75703|TX185|TX151|TX108
32356|75704|TX185|TX151|TX204
32357|75705|TX185|TX151|TX108
32358|75706|TX185|TX151|TX204
32359|75707|TX185|TX151|TX108
32360|75708|TX185|TX151|TX108
32361|75709|TX185|TX151|TX204
32362|75710|TX185|TX151|TX204
32363|75711|TX185|TX151|TX108
32364|75712|TX185|TX151|TX204
32365|75713|TX185|TX151|TX108
32366|75750|TX185|TX151|TX108
32388|75782|TX185|TX151|TX108
32382|75771|TX185|TX151|TX204
32384|75773|TX185|TX151|TX199
32346|75687|TX185|TX151|TX108
32376|75762|TX185|TX151|TX108
32344|75685|LA032|TX151|TX108
32348|75689|TX185|TX151|TX108
32350|75692|LA032|TX151|TX108
32372|75757|TX185|TX151|TX108
32373|75758|TX185|TX151|TX204
32393|75789|TX185|TX151|TX108
32395|75791|TX185|TX151|TX108
32398|75798|TX185|TX151|TX108
32399|75799|TX185|TX151|TX108
32379|75765|TX185|TX151|TX199
32211|75434|TX199|TX151|TX183
32252|75481|TX199|TX151|TX204
32257|75487|TX199|TX151|TX118
32249|75478|TX199|TX151|TX185
32242|75471|TX199|TX151|TX185
32279|75559|TX118|TX151|TX199
32280|75560|TX118|TX151|LA032
32281|75561|TX118|TX151|LA032
32282|75562|TX118|TX151|LA032
32283|75563|TX118|TX151|LA032
32268|75501|TX118|TX151|LA032
32269|75503|TX118|TX151|LA032
32270|75504|TX118|TX151|LA032
32271|75505|TX118|TX151|LA032
32272|75507|TX118|TX151|LA032
32273|75550|TX118|TX151|TX199
32274|75551|TX118|TX151|LA032
32275|75554|TX118|TX151|TX199
31834|74740|TX118|TX151|TX199
30185|71007|LA032|TX151|TX108
30236|71101|LA032|TX151|TX118
30237|71102|LA032|TX151|TX118
30238|71103|LA032|TX151|TX118
30239|71104|LA032|TX151|TX118
30240|71105|LA032|TX151|TX118
30241|71106|LA032|TX151|TX118
30242|71107|LA032|TX151|TX118
30243|71108|LA032|TX151|TX118
30244|71109|LA032|TX151|TX118
30245|71110|LA032|TX151|TX118
30246|71111|LA032|TX151|TX118
30247|71112|LA032|TX151|TX118
30248|71113|LA032|TX151|TX118
30249|71115|LA032|TX151|TX118
30250|71118|LA032|TX151|TX108
30251|71119|LA032|TX151|TX118
30252|71120|LA032|TX151|TX118
30253|71129|LA032|TX151|TX108
30254|71130|LA032|TX151|TX118
30255|71133|LA032|TX151|TX118
30256|71134|LA032|TX151|TX118
30257|71135|LA032|TX151|TX118
30258|71136|LA032|TX151|TX118
30259|71137|LA032|TX151|TX118
30260|71138|LA032|TX151|TX118
30261|71148|LA032|TX151|TX118
30262|71149|LA032|TX151|TX118
30263|71150|LA032|TX151|TX118
30264|71151|LA032|TX151|TX118
30265|71152|LA032|TX151|TX118
30266|71153|LA032|TX151|TX118
30267|71154|LA032|TX151|TX118
30268|71156|LA032|TX151|TX118
30269|71161|LA032|TX151|TX118
30270|71162|LA032|TX151|TX118
30271|71163|LA032|TX151|TX118
30272|71164|LA032|TX151|TX118
30273|71165|LA032|TX151|TX118
30274|71166|LA032|TX151|TX118
30275|71171|LA032|TX151|TX118
30276|71172|LA032|TX151|TX118
30232|71078|LA032|TX151|TX108
30187|71009|LA032|TX151|TX118
30202|71037|LA032|TX151|TX118
30214|71051|LA032|TX151|LA034
30218|71060|LA032|TX151|TX118
30219|71061|LA032|TX151|TX118
30209|71046|LA032|TX151|TX108
30210|71047|LA032|TX151|TX108
30194|71027|LA032|TX151|TX108
30197|71030|LA032|TX151|TX108
30200|71033|LA032|TX151|TX108
30548|71836|TX118|TX151|AR026
31540|73950|KS019|TX152|KS013
31541|73951|KS019|TX152|KS013
31524|73858|KS019|TX152|OK019
31532|73938|KS019|TX152|KS013
31535|73944|KS019|TX152|NM020
31536|73945|KS019|TX152|NM020
31453|73668|OK019|TX152|TX194
31446|73660|OK019|TX152|OK018
31431|73638|OK019|TX152|OK018
31436|73645|OK019|TX152|TX194
31434|73642|OK019|TX152|KS019
31527|73901|KS019|TX152|NM020
31528|73931|KS019|TX152|OK019
31529|73932|KS019|TX152|KS013
31517|73844|KS019|TX152|KS013
31518|73848|KS019|TX152|KS013
31451|73666|OK019|TX152|TX194
34078|79052|TX090|TX152|NM020
34076|79046|KS019|TX152|OK019
34071|79041|TX090|TX152|NM020
34064|79032|TX090|TX152|NM020
34066|79034|KS019|TX152|OK019
34067|79035|NM020|TX152|TX090
34093|79072|TX090|TX152|NM020
34094|79073|TX090|TX152|NM020
34081|79056|KS019|TX152|OK019
34047|79009|NM020|TX152|TX090
34061|79027|NM020|TX152|TX090
34059|79024|KS019|TX152|OK019
34044|79005|KS019|TX152|OK019
34201|79357|TX090|TX152|NM020
34179|79322|TX090|TX152|TX098
